"","date","calls"
"2227",2014-10-04,270
"2228",2014-10-03,315
"2229",2014-10-02,382
"2230",2014-10-01,234
"2231",2014-11-30,154
"2232",2014-11-29,231
"2233",2014-11-28,228
"2234",2014-11-27,229
"2235",2014-11-26,250
"2236",2014-11-25,201
"2237",2014-11-24,177
"2238",2014-11-23,200
"2239",2014-11-22,310
"2240",2014-11-21,255
"2241",2014-11-20,261
"2242",2014-11-19,243
"2243",2014-11-18,164
"2244",2014-11-17,151
"2245",2014-11-16,174
"2246",2014-11-15,239
"2247",2014-11-14,234
"2248",2014-11-13,167
"2249",2014-11-12,199
"2250",2014-11-11,173
"2251",2014-11-10,215
"2252",2014-11-09,191
"2253",2014-11-08,240
"2254",2014-11-07,237
"2255",2014-11-06,242
"2256",2014-11-05,262
"2257",2014-11-04,200
"2258",2014-11-03,174
"2259",2014-11-02,208
"2260",2014-11-01,358
"2261",2014-12-31,348
"2262",2014-12-30,216
"2263",2014-12-29,175
"2264",2014-12-28,195
"2265",2014-12-27,237
"2266",2014-12-26,258
"2267",2014-12-25,174
"2268",2014-12-24,205
"2269",2014-12-23,183
"2270",2014-12-22,186
"2271",2014-12-21,164
"2272",2014-12-20,178
"2273",2014-12-19,265
"2274",2014-12-18,247
"2275",2014-12-17,247
"2276",2014-12-16,238
"2277",2014-12-15,209
"2278",2014-12-14,187
"2279",2014-12-13,214
"2280",2014-12-12,237
"2281",2014-12-11,217
"2282",2014-12-10,272
"2283",2014-12-09,185
"2284",2014-12-08,186
"2285",2014-12-07,210
"2286",2014-12-06,239
"2287",2014-12-05,228
"2288",2014-12-04,236
"2289",2014-12-03,219
"2290",2014-12-02,179
"2291",2014-12-01,163
"2292",2015-01-31,257
"2293",2015-01-30,268
"2294",2015-01-29,239
"2295",2015-01-28,249
"2296",2015-01-27,237
"2297",2015-01-26,245
"2298",2015-01-25,179
"2299",2015-01-24,247
"2300",2015-01-23,293
"2301",2015-01-22,273
"2302",2015-01-21,213
"2303",2015-01-20,224
"2304",2015-01-19,208
"2305",2015-01-18,187
"2306",2015-01-17,214
"2307",2015-01-16,264
"2308",2015-01-15,267
"2309",2015-01-14,220
"2310",2015-01-13,212
"2311",2015-01-12,241
"2312",2015-01-11,191
"2313",2015-01-10,209
"2314",2015-01-09,234
"2315",2015-01-08,229
"2316",2015-01-07,233
"2317",2015-01-06,227
"2318",2015-01-05,214
"2319",2015-01-04,160
"2320",2015-01-03,245
"2321",2015-01-02,245
"2322",2015-01-01,260
"2323",2015-02-28,237
"2324",2015-02-27,236
"2325",2015-02-26,255
"2326",2015-02-25,240
"2327",2015-02-24,227
"2328",2015-02-23,151
"2329",2015-02-22,184
"2330",2015-02-21,268
"2331",2015-02-20,292
"2332",2015-02-19,245
"2333",2015-02-18,324
"2334",2015-02-17,267
"2335",2015-02-16,227
"2336",2015-02-15,211
"2337",2015-02-14,244
"2338",2015-02-13,240
"2339",2015-02-12,316
"2340",2015-02-11,271
"2341",2015-02-10,245
"2342",2015-02-09,197
"2343",2015-02-08,141
"2344",2015-02-07,269
"2345",2015-02-06,230
"2346",2015-02-05,267
"2347",2015-02-04,242
"2348",2015-02-03,228
"2349",2015-02-02,227
"2350",2015-02-01,177
"2351",2015-03-31,154
"2352",2015-03-30,172
"2353",2015-03-29,174
"2354",2015-03-28,244
"2355",2015-03-27,246
"2356",2015-03-26,255
"2357",2015-03-25,273
"2358",2015-03-24,233
"2359",2015-03-23,196
"2360",2015-03-22,197
"2361",2015-03-21,268
"2362",2015-03-20,247
"2363",2015-03-19,274
"2364",2015-03-18,244
"2365",2015-03-17,246
"2366",2015-03-16,209
"2367",2015-03-15,224
"2368",2015-03-14,234
"2369",2015-03-13,281
"2370",2015-03-12,298
"2371",2015-03-11,239
"2372",2015-03-10,283
"2373",2015-03-09,240
"2374",2015-03-08,195
"2375",2015-03-07,259
"2376",2015-03-06,308
"2377",2015-03-05,238
"2378",2015-03-04,241
"2379",2015-03-03,253
"2380",2015-03-02,218
"2381",2015-03-01,208
"2382",2015-04-30,235
"2383",2015-04-29,234
"2384",2015-04-28,183
"2385",2015-04-27,205
"2386",2015-04-26,153
"2387",2015-04-25,208
"2388",2015-04-24,234
"2389",2015-04-23,272
"2390",2015-04-22,250
"2391",2015-04-21,186
"2392",2015-04-20,181
"2393",2015-04-19,167
"2394",2015-04-18,244
"2395",2015-04-17,241
"2396",2015-04-16,236
"2397",2015-04-15,237
"2398",2015-04-14,201
"2399",2015-04-13,173
"2400",2015-04-12,169
"2401",2015-04-11,241
"2402",2015-04-10,260
"2403",2015-04-09,235
"2404",2015-04-08,225
"2405",2015-04-07,206
"2406",2015-04-06,197
"2407",2015-04-05,183
"2408",2015-04-04,259
"2409",2015-04-03,250
"2410",2015-04-02,215
"2411",2015-04-01,194
"2412",2015-05-31,207
"2413",2015-05-30,246
"2414",2015-05-29,204
"2415",2015-05-28,237
"2416",2015-05-27,197
"2417",2015-05-26,194
"2418",2015-05-25,170
"2419",2015-05-24,172
"2420",2015-05-23,269
"2421",2015-05-22,245
"2422",2015-05-21,224
"2423",2015-05-20,178
"2424",2015-05-19,186
"2425",2015-05-18,162
"2426",2015-05-17,182
"2427",2015-05-16,243
"2428",2015-05-15,212
"2429",2015-05-14,242
"2430",2015-05-13,181
"2431",2015-05-12,189
"2432",2015-05-11,143
"2433",2015-05-10,156
"2434",2015-05-09,206
"2435",2015-05-08,273
"2436",2015-05-07,236
"2437",2015-05-06,183
"2438",2015-05-05,175
"2439",2015-05-04,194
"2440",2015-05-03,147
"2441",2015-05-02,211
"2442",2015-05-01,233
"2443",2015-06-30,197
"2444",2015-06-29,165
"2445",2015-06-28,190
"2446",2015-06-27,230
"2447",2015-06-26,295
"2448",2015-06-25,241
"2449",2015-06-24,220
"2450",2015-06-23,200
"2451",2015-06-22,174
"2452",2015-06-21,136
"2453",2015-06-20,188
"2454",2015-06-19,220
"2455",2015-06-18,242
"2456",2015-06-17,241
"2457",2015-06-16,245
"2458",2015-06-15,197
"2459",2015-06-14,233
"2460",2015-06-13,210
"2461",2015-06-12,287
"2462",2015-06-11,259
"2463",2015-06-10,216
"2464",2015-06-09,187
"2465",2015-06-08,214
"2466",2015-06-07,189
"2467",2015-06-06,244
"2468",2015-06-05,293
"2469",2015-06-04,237
"2470",2015-06-03,216
"2471",2015-06-02,166
"2472",2015-06-01,148
"2473",2015-07-31,268
"2474",2015-07-30,237
"2475",2015-07-29,256
"2476",2015-07-28,244
"2477",2015-07-27,183
"2478",2015-07-26,179
"2479",2015-07-25,212
"2480",2015-07-24,197
"2481",2015-07-23,201
"2482",2015-07-22,200
"2483",2015-07-21,175
"2484",2015-07-20,166
"2485",2015-07-19,174
"2486",2015-07-18,196
"2487",2015-07-17,248
"2488",2015-07-16,235
"2489",2015-07-15,250
"2490",2015-07-14,190
"2491",2015-07-13,207
"2492",2015-07-12,178
"2493",2015-07-11,225
"2494",2015-07-10,246
"2495",2015-07-09,275
"2496",2015-07-08,270
"2497",2015-07-07,185
"2498",2015-07-06,184
"2499",2015-07-05,221
"2500",2015-07-04,375
"2501",2015-07-03,296
"2502",2015-07-02,252
"2503",2015-07-01,290
"2504",2015-08-31,167
"2505",2015-08-30,152
"2506",2015-08-29,223
"2507",2015-08-28,235
"2508",2015-08-27,239
"2509",2015-08-26,241
"2510",2015-08-25,219
"2511",2015-08-24,187
"2512",2015-08-23,164
"2513",2015-08-22,223
"2514",2015-08-21,225
"2515",2015-08-20,240
"2516",2015-08-19,237
"2517",2015-08-18,215
"2518",2015-08-17,195
"2519",2015-08-16,152
"2520",2015-08-15,224
"2521",2015-08-14,273
"2522",2015-08-13,280
"2523",2015-08-12,249
"2524",2015-08-11,255
"2525",2015-08-10,164
"2526",2015-08-09,183
"2527",2015-08-08,206
"2528",2015-08-07,257
"2529",2015-08-06,276
"2530",2015-08-05,253
"2531",2015-08-04,189
"2532",2015-08-03,206
"2533",2015-08-02,196
"2534",2015-08-01,239
"2535",2015-09-30,220
"2536",2015-09-29,205
"2537",2015-09-28,202
"2538",2015-09-27,180
"2539",2015-09-26,296
"2540",2015-09-25,278
"2541",2015-09-24,257
"2542",2015-09-23,243
"2543",2015-09-22,189
"2544",2015-09-21,185
"2545",2015-09-20,220
"2546",2015-09-19,241
"2547",2015-09-18,238
"2548",2015-09-17,236
"2549",2015-09-16,213
"2550",2015-09-15,158
"2551",2015-09-14,213
"2552",2015-09-13,180
"2553",2015-09-12,219
"2554",2015-09-11,238
"2555",2015-09-10,254
"2556",2015-09-09,232
"2557",2015-09-08,207
"2558",2015-09-07,171
"2559",2015-09-06,161
"2560",2015-09-05,295
"2561",2015-09-04,254
"2562",2015-09-03,188
"2563",2015-09-02,210
"2564",2015-09-01,170
"2565",2015-10-31,246
"2566",2015-10-30,264
"2567",2015-10-29,237
"2568",2015-10-28,202
"2569",2015-10-27,164
"2570",2015-10-26,162
"2571",2015-10-25,185
"2572",2015-10-24,189
"2573",2015-10-23,232
"2574",2015-10-22,195
"2575",2015-10-21,149
"2576",2015-10-20,170
"2577",2015-10-19,151
"2578",2015-10-18,161
"2579",2015-10-17,206
"2580",2015-10-16,223
"2581",2015-10-15,172
"2582",2015-10-14,194
"2583",2015-10-13,160
"2584",2015-10-12,128
"2585",2015-10-11,171
"2586",2015-10-10,321
"2587",2015-10-09,249
"2588",2015-10-08,213
"2589",2015-10-07,181
"2590",2015-10-06,182
"2591",2015-10-05,188
"2592",2015-10-04,181
"2593",2015-10-03,217
"2594",2015-10-02,262
"2595",2015-10-01,232
"2596",2015-11-30,156
"2597",2015-11-29,149
"2598",2015-11-28,183
"2599",2015-11-27,266
"2600",2015-11-26,153
"2601",2015-11-25,165
"2602",2015-11-24,147
"2603",2015-11-23,174
"2604",2015-11-22,125
"2605",2015-11-21,337
"2606",2015-11-20,226
"2607",2015-11-19,217
"2608",2015-11-18,162
"2609",2015-11-17,159
"2610",2015-11-16,124
"2611",2015-11-15,129
"2612",2015-11-14,188
"2613",2015-11-13,217
"2614",2015-11-12,220
"2615",2015-11-11,212
"2616",2015-11-10,164
"2617",2015-11-09,145
"2618",2015-11-08,130
"2619",2015-11-07,244
"2620",2015-11-06,231
"2621",2015-11-05,181
"2622",2015-11-04,167
"2623",2015-11-03,176
"2624",2015-11-02,136
"2625",2015-11-01,196
"2626",2015-12-31,259
"2627",2015-12-30,245
"2628",2015-12-29,180
"2629",2015-12-28,144
"2630",2015-12-27,101
"2631",2015-12-26,167
"2632",2015-12-25,131
"2633",2015-12-24,122
"2634",2015-12-23,183
"2635",2015-12-22,160
"2636",2015-12-21,182
"2637",2015-12-20,137
"2638",2015-12-19,188
"2639",2015-12-18,211
"2640",2015-12-17,210
"2641",2015-12-16,227
"2642",2015-12-15,178
"2643",2015-12-14,143
"2644",2015-12-13,131
"2645",2015-12-12,188
"2646",2015-12-11,234
"2647",2015-12-10,220
"2648",2015-12-09,247
"2649",2015-12-08,172
"2650",2015-12-07,174
"2651",2015-12-06,104
"2652",2015-12-05,180
"2653",2015-12-04,202
"2654",2015-12-03,236
"2655",2015-12-02,227
"2656",2015-12-01,212
"2657",2016-01-31,169
"2658",2016-01-30,210
"2659",2016-01-29,245
"2660",2016-01-28,290
"2661",2016-01-27,244
"2662",2016-01-26,245
"2663",2016-01-25,189
"2664",2016-01-24,169
"2665",2016-01-23,228
"2666",2016-01-22,236
"2667",2016-01-21,239
"2668",2016-01-20,175
"2669",2016-01-19,160
"2670",2016-01-18,175
"2671",2016-01-17,160
"2672",2016-01-16,200
"2673",2016-01-15,238
"2674",2016-01-14,233
"2675",2016-01-13,203
"2676",2016-01-12,182
"2677",2016-01-11,160
"2678",2016-01-10,144
"2679",2016-01-09,186
"2680",2016-01-08,210
"2681",2016-01-07,220
"2682",2016-01-06,183
"2683",2016-01-05,170
"2684",2016-01-04,117
"2685",2016-01-03,157
"2686",2016-01-02,179
"2687",2016-01-01,249
"2688",2016-02-29,198
"2689",2016-02-28,179
"2690",2016-02-27,220
"2691",2016-02-26,276
"2692",2016-02-25,290
"2693",2016-02-24,265
"2694",2016-02-23,236
"2695",2016-02-22,230
"2696",2016-02-21,180
"2697",2016-02-20,272
"2698",2016-02-19,237
"2699",2016-02-18,243
"2700",2016-02-17,187
"2701",2016-02-16,221
"2702",2016-02-15,259
"2703",2016-02-14,170
"2704",2016-02-13,245
"2705",2016-02-12,237
"2706",2016-02-11,227
"2707",2016-02-10,188
"2708",2016-02-09,237
"2709",2016-02-08,220
"2710",2016-02-07,179
"2711",2016-02-06,239
"2712",2016-02-05,241
"2713",2016-02-04,246
"2714",2016-02-03,217
"2715",2016-02-02,218
"2716",2016-02-01,181
"2717",2016-03-31,236
"2718",2016-03-30,209
"2719",2016-03-29,217
"2720",2016-03-28,184
"2721",2016-03-27,167
"2722",2016-03-26,235
"2723",2016-03-25,238
"2724",2016-03-24,228
"2725",2016-03-23,213
"2726",2016-03-22,148
"2727",2016-03-21,179
"2728",2016-03-20,160
"2729",2016-03-19,199
"2730",2016-03-18,214
"2731",2016-03-17,222
"2732",2016-03-16,168
"2733",2016-03-15,152
"2734",2016-03-14,169
"2735",2016-03-13,125
"2736",2016-03-12,218
"2737",2016-03-11,234
"2738",2016-03-10,244
"2739",2016-03-09,190
"2740",2016-03-08,181
"2741",2016-03-07,184
"2742",2016-03-06,136
"2743",2016-03-05,174
"2744",2016-03-04,186
"2745",2016-03-03,194
"2746",2016-03-02,214
"2747",2016-03-01,204
"2748",2016-04-30,196
"2749",2016-04-29,208
"2750",2016-04-28,193
"2751",2016-04-27,192
"2752",2016-04-26,163
"2753",2016-04-25,167
"2754",2016-04-24,143
"2755",2016-04-23,178
"2756",2016-04-22,249
"2757",2016-04-21,238
"2758",2016-04-20,169
"2759",2016-04-19,207
"2760",2016-04-18,202
"2761",2016-04-17,151
"2762",2016-04-16,215
"2763",2016-04-15,239
"2764",2016-04-14,178
"2765",2016-04-13,203
"2766",2016-04-12,192
"2767",2016-04-11,202
"2768",2016-04-10,169
"2769",2016-04-09,202
"2770",2016-04-08,234
"2771",2016-04-07,192
"2772",2016-04-06,182
"2773",2016-04-05,213
"2774",2016-04-04,162
"2775",2016-04-03,172
"2776",2016-04-02,245
"2777",2016-04-01,250
"2778",2016-05-31,209
"2779",2016-05-30,174
"2780",2016-05-29,141
"2781",2016-05-28,224
"2782",2016-05-27,207
"2783",2016-05-26,227
"2784",2016-05-25,192
"2785",2016-05-24,208
"2786",2016-05-23,190
"2787",2016-05-22,141
"2788",2016-05-21,209
"2789",2016-05-20,203
"2790",2016-05-19,187
"2791",2016-05-18,162
"2792",2016-05-17,175
"2793",2016-05-16,187
"2794",2016-05-15,139
"2795",2016-05-14,159
"2796",2016-05-13,183
"2797",2016-05-12,239
"2798",2016-05-11,190
"2799",2016-05-10,198
"2800",2016-05-09,203
"2801",2016-05-08,179
"2802",2016-05-07,245
"2803",2016-05-06,193
"2804",2016-05-05,241
"2805",2016-05-04,203
"2806",2016-05-03,180
"2807",2016-05-02,173
"2808",2016-05-01,166
"2809",2016-06-30,222
"2810",2016-06-29,217
"2811",2016-06-28,174
"2812",2016-06-27,218
"2813",2016-06-26,156
"2814",2016-06-25,241
"2815",2016-06-24,189
"2816",2016-06-23,225
"2817",2016-06-22,235
"2818",2016-06-21,194
"2819",2016-06-20,181
"2820",2016-06-19,177
"2821",2016-06-18,175
"2822",2016-06-17,237
"2823",2016-06-16,241
"2824",2016-06-15,187
"2825",2016-06-14,205
"2826",2016-06-13,215
"2827",2016-06-12,193
"2828",2016-06-11,163
"2829",2016-06-10,213
"2830",2016-06-09,214
"2831",2016-06-08,179
"2832",2016-06-07,217
"2833",2016-06-06,189
"2834",2016-06-05,150
"2835",2016-06-04,188
"2836",2016-06-03,235
"2837",2016-06-02,244
"2838",2016-06-01,214
"2839",2016-07-31,169
"2840",2016-07-30,206
"2841",2016-07-29,235
"2842",2016-07-28,216
"2843",2016-07-27,233
"2844",2016-07-26,218
"2845",2016-07-25,212
"2846",2016-07-24,178
"2847",2016-07-23,206
"2848",2016-07-22,221
"2849",2016-07-21,225
"2850",2016-07-20,206
"2851",2016-07-19,215
"2852",2016-07-18,215
"2853",2016-07-17,191
"2854",2016-07-16,173
"2855",2016-07-15,195
"2856",2016-07-14,247
"2857",2016-07-13,245
"2858",2016-07-12,192
"2859",2016-07-11,165
"2860",2016-07-10,149
"2861",2016-07-09,223
"2862",2016-07-08,238
"2863",2016-07-07,246
"2864",2016-07-06,307
"2865",2016-07-05,237
"2866",2016-07-04,239
"2867",2016-07-03,192
"2868",2016-07-02,246
"2869",2016-07-01,239
"2870",2016-08-31,230
"2871",2016-08-30,212
"2872",2016-08-29,167
"2873",2016-08-28,177
"2874",2016-08-27,226
"2875",2016-08-26,284
"2876",2016-08-25,237
"2877",2016-08-24,257
"2878",2016-08-23,221
"2879",2016-08-22,220
"2880",2016-08-21,165
"2881",2016-08-20,187
"2882",2016-08-19,212
"2883",2016-08-18,237
"2884",2016-08-17,230
"2885",2016-08-16,205
"2886",2016-08-15,205
"2887",2016-08-14,202
"2888",2016-08-13,203
"2889",2016-08-12,220
"2890",2016-08-11,235
"2891",2016-08-10,297
"2892",2016-08-09,195
"2893",2016-08-08,190
"2894",2016-08-07,175
"2895",2016-08-06,202
"2896",2016-08-05,207
"2897",2016-08-04,264
"2898",2016-08-03,296
"2899",2016-08-02,198
"2900",2016-08-01,179
"2901",2016-09-30,245
"2902",2016-09-29,243
"2903",2016-09-28,205
"2904",2016-09-27,232
"2905",2016-09-26,191
"2906",2016-09-25,148
"2907",2016-09-24,241
"2908",2016-09-23,177
"2909",2016-09-22,239
"2910",2016-09-21,181
"2911",2016-09-20,232
"2912",2016-09-19,229
"2913",2016-09-18,138
"2914",2016-09-17,200
"2915",2016-09-16,228
"2916",2016-09-15,224
"2917",2016-09-14,191
"2918",2016-09-13,198
"2919",2016-09-12,180
"2920",2016-09-11,192
"2921",2016-09-10,230
"2922",2016-09-09,220
"2923",2016-09-08,208
"2924",2016-09-07,227
"2925",2016-09-06,228
"2926",2016-09-05,201
"2927",2016-09-04,167
"2928",2016-09-03,275
"2929",2016-09-02,217
"2930",2016-09-01,248
"2931",2016-10-31,208
"2932",2016-10-30,186
"2933",2016-10-29,223
"2934",2016-10-28,216
"2935",2016-10-27,192
"2936",2016-10-26,174
"2937",2016-10-25,216
"2938",2016-10-24,159
"2939",2016-10-23,170
"2940",2016-10-22,117
"2941",2016-10-21,211
"2942",2016-10-20,207
"2943",2016-10-19,213
"2944",2016-10-18,176
"2945",2016-10-17,216
"2946",2016-10-16,145
"2947",2016-10-15,175
"2948",2016-10-14,164
"2949",2016-10-13,224
"2950",2016-10-12,215
"2951",2016-10-11,206
"2952",2016-10-10,193
"2953",2016-10-09,161
"2954",2016-10-08,263
"2955",2016-10-07,232
"2956",2016-10-06,213
"2957",2016-10-05,218
"2958",2016-10-04,188
"2959",2016-10-03,161
"2960",2016-10-02,135
"2961",2016-10-01,211
"2962",2016-11-30,193
"2963",2016-11-29,170
"2964",2016-11-28,176
"2965",2016-11-27,152
"2966",2016-11-26,169
"2967",2016-11-25,188
"2968",2016-11-24,154
"2969",2016-11-23,179
"2970",2016-11-22,156
"2971",2016-11-21,165
"2972",2016-11-20,157
"2973",2016-11-19,178
"2974",2016-11-18,224
"2975",2016-11-17,207
"2976",2016-11-16,185
"2977",2016-11-15,191
"2978",2016-11-14,184
"2979",2016-11-13,164
"2980",2016-11-12,200
"2981",2016-11-11,180
"2982",2016-11-10,176
"2983",2016-11-09,220
"2984",2016-11-08,209
"2985",2016-11-07,194
"2986",2016-11-06,178
"2987",2016-11-05,148
"2988",2016-11-04,203
"2989",2016-11-03,241
"2990",2016-11-02,204
"2991",2016-11-01,209
"2992",2016-12-31,198
"2993",2016-12-30,187
"2994",2016-12-29,206
"2995",2016-12-28,191
"2996",2016-12-27,187
"2997",2016-12-26,152
"2998",2016-12-25,130
"2999",2016-12-24,145
"3000",2016-12-23,152
"3001",2016-12-22,164
"3002",2016-12-21,200
"3003",2016-12-20,165
"3004",2016-12-19,154
"3005",2016-12-18,132
"3006",2016-12-17,173
"3007",2016-12-16,181
"3008",2016-12-15,152
"3009",2016-12-14,240
"3010",2016-12-13,153
"3011",2016-12-12,185
"3012",2016-12-11,156
"3013",2016-12-10,197
"3014",2016-12-09,200
"3015",2016-12-08,154
"3016",2016-12-07,188
"3017",2016-12-06,171
"3018",2016-12-05,124
"3019",2016-12-04,147
"3020",2016-12-03,156
"3021",2016-12-02,205
"3022",2016-12-01,284
"3023",2017-01-31,206
"3024",2017-01-30,212
"3025",2017-01-29,188
"3026",2017-01-28,167
"3027",2017-01-27,235
"3028",2017-01-26,239
"3029",2017-01-25,230
"3030",2017-01-24,230
"3031",2017-01-23,204
"3032",2017-01-22,178
"3033",2017-01-21,186
"3034",2017-01-20,218
"3035",2017-01-19,224
"3036",2017-01-18,138
"3037",2017-01-17,185
"3038",2017-01-16,194
"3039",2017-01-15,185
"3040",2017-01-14,230
"3041",2017-01-13,192
"3042",2017-01-12,192
"3043",2017-01-11,200
"3044",2017-01-10,182
"3045",2017-01-09,142
"3046",2017-01-08,132
"3047",2017-01-07,161
"3048",2017-01-06,160
"3049",2017-01-05,170
"3050",2017-01-04,170
"3051",2017-01-03,159
"3052",2017-01-02,135
"3053",2017-01-01,201
"3054",2017-02-28,163
"3055",2017-02-27,172
"3056",2017-02-26,158
"3057",2017-02-25,182
"3058",2017-02-24,189
"3059",2017-02-23,209
"3060",2017-02-22,182
"3061",2017-02-21,141
"3062",2017-02-20,166
"3063",2017-02-19,161
"3064",2017-02-18,179
"3065",2017-02-17,191
"3066",2017-02-16,202
"3067",2017-02-15,166
"3068",2017-02-14,170
"3069",2017-02-13,205
"3070",2017-02-12,169
"3071",2017-02-11,163
"3072",2017-02-10,205
"3073",2017-02-09,183
"3074",2017-02-08,204
"3075",2017-02-07,138
"3076",2017-02-06,136
"3077",2017-02-05,176
"3078",2017-02-04,216
"3079",2017-02-03,184
"3080",2017-02-02,237
"3081",2017-02-01,193
"3082",2017-03-31,160
"3083",2017-03-30,165
"3084",2017-03-29,158
"3085",2017-03-28,148
"3086",2017-03-27,135
"3087",2017-03-26,157
"3088",2017-03-25,170
"3089",2017-03-24,198
"3090",2017-03-23,200
"3091",2017-03-22,209
"3092",2017-03-21,177
"3093",2017-03-20,146
"3094",2017-03-19,156
"3095",2017-03-18,187
"3096",2017-03-17,221
"3097",2017-03-16,225
"3098",2017-03-15,149
"3099",2017-03-14,195
"3100",2017-03-13,152
"3101",2017-03-12,170
"3102",2017-03-11,225
"3103",2017-03-10,221
"3104",2017-03-09,194
"3105",2017-03-08,185
"3106",2017-03-07,152
"3107",2017-03-06,143
"3108",2017-03-05,132
"3109",2017-03-04,186
"3110",2017-03-03,200
"3111",2017-03-02,174
"3112",2017-03-01,158
"3113",2017-04-30,147
"3114",2017-04-29,199
"3115",2017-04-28,185
"3116",2017-04-27,181
"3117",2017-04-26,183
"3118",2017-04-25,151
"3119",2017-04-24,162
"3120",2017-04-23,154
"3121",2017-04-22,181
"3122",2017-04-21,216
"3123",2017-04-20,192
"3124",2017-04-19,149
"3125",2017-04-18,192
"3126",2017-04-17,170
"3127",2017-04-16,173
"3128",2017-04-15,183
"3129",2017-04-14,165
"3130",2017-04-13,151
"3131",2017-04-12,170
"3132",2017-04-11,151
"3133",2017-04-10,147
"3134",2017-04-09,188
"3135",2017-04-08,193
"3136",2017-04-07,206
"3137",2017-04-06,178
"3138",2017-04-05,202
"3139",2017-04-04,181
"3140",2017-04-03,135
"3141",2017-04-02,134
"3142",2017-04-01,173
"3143",2017-05-31,204
"3144",2017-05-30,166
"3145",2017-05-29,151
"3146",2017-05-28,129
"3147",2017-05-27,200
"3148",2017-05-26,210
"3149",2017-05-25,223
"3150",2017-05-24,187
"3151",2017-05-23,203
"3152",2017-05-22,183
"3153",2017-05-21,145
"3154",2017-05-20,198
"3155",2017-05-19,198
"3156",2017-05-18,153
"3157",2017-05-17,131
"3158",2017-05-16,149
"3159",2017-05-15,154
"3160",2017-05-14,130
"3161",2017-05-13,182
"3162",2017-05-12,215
"3163",2017-05-11,176
"3164",2017-05-10,159
"3165",2017-05-09,168
"3166",2017-05-08,164
"3167",2017-05-07,148
"3168",2017-05-06,182
"3169",2017-05-05,164
"3170",2017-05-04,157
"3171",2017-05-03,131
"3172",2017-05-02,136
"3173",2017-05-01,155
"3174",2017-06-30,180
"3175",2017-06-29,224
"3176",2017-06-28,226
"3177",2017-06-27,200
"3178",2017-06-26,193
"3179",2017-06-25,129
"3180",2017-06-24,171
"3181",2017-06-23,211
"3182",2017-06-22,209
"3183",2017-06-21,200
"3184",2017-06-20,211
"3185",2017-06-19,164
"3186",2017-06-18,138
"3187",2017-06-17,201
"3188",2017-06-16,197
"3189",2017-06-15,184
"3190",2017-06-14,179
"3191",2017-06-13,192
"3192",2017-06-12,174
"3193",2017-06-11,143
"3194",2017-06-10,160
"3195",2017-06-09,164
"3196",2017-06-08,175
"3197",2017-06-07,150
"3198",2017-06-06,201
"3199",2017-06-05,181
"3200",2017-06-04,144
"3201",2017-06-03,159
"3202",2017-06-02,191
"3203",2017-06-01,206
"3204",2017-07-31,150
"3205",2017-07-30,152
"3206",2017-07-29,154
"3207",2017-07-28,197
"3208",2017-07-27,173
"3209",2017-07-26,209
"3210",2017-07-25,161
"3211",2017-07-24,178
"3212",2017-07-23,144
"3213",2017-07-22,168
"3214",2017-07-21,182
"3215",2017-07-20,207
"3216",2017-07-19,167
"3217",2017-07-18,175
"3218",2017-07-17,155
"3219",2017-07-16,157
"3220",2017-07-15,142
"3221",2017-07-14,184
"3222",2017-07-13,189
"3223",2017-07-12,230
"3224",2017-07-11,196
"3225",2017-07-10,181
"3226",2017-07-09,144
"3227",2017-07-08,198
"3228",2017-07-07,199
"3229",2017-07-06,173
"3230",2017-07-05,219
"3231",2017-07-04,167
"3232",2017-07-03,190
"3233",2017-07-02,178
"3234",2017-07-01,204
"3235",2017-08-31,188
"3236",2017-08-30,181
"3237",2017-08-29,168
"3238",2017-08-28,151
"3239",2017-08-27,184
"3240",2017-08-26,185
"3241",2017-08-25,198
"3242",2017-08-24,149
"3243",2017-08-23,183
"3244",2017-08-22,172
"3245",2017-08-21,158
"3246",2017-08-20,141
"3247",2017-08-19,152
"3248",2017-08-18,197
"3249",2017-08-17,217
"3250",2017-08-16,183
"3251",2017-08-15,184
"3252",2017-08-14,113
"3253",2017-08-13,143
"3254",2017-08-12,149
"3255",2017-08-11,137
"3256",2017-08-10,208
"3257",2017-08-09,228
"3258",2017-08-08,215
"3259",2017-08-07,157
"3260",2017-08-06,131
"3261",2017-08-05,171
"3262",2017-08-04,167
"3263",2017-08-03,196
"3264",2017-08-02,234
"3265",2017-08-01,208
"3266",2017-09-30,183
"3267",2017-09-29,151
"3268",2017-09-28,213
"3269",2017-09-27,213
"3270",2017-09-26,190
"3271",2017-09-25,195
"3272",2017-09-24,160
"3273",2017-09-23,191
"3274",2017-09-22,203
"3275",2017-09-21,174
"3276",2017-09-20,166
"3277",2017-09-19,166
"3278",2017-09-18,136
"3279",2017-09-17,151
"3280",2017-09-16,170
"3281",2017-09-15,162
"3282",2017-09-14,209
"3283",2017-09-13,182
"3284",2017-09-12,194
"3285",2017-09-11,177
"3286",2017-09-10,163
"3287",2017-09-09,200
"3288",2017-09-08,233
"3289",2017-09-07,168
"3290",2017-09-06,201
"3291",2017-09-05,170
"3292",2017-09-04,158
"3293",2017-09-03,161
"3294",2017-09-02,239
"3295",2017-09-01,245
"3296",2017-10-31,167
"3297",2017-10-30,154
"3298",2017-10-29,171
"3299",2017-10-28,201
"3300",2017-10-27,182
"3301",2017-10-26,141
"3302",2017-10-25,175
